title,url,price,tags
PGA TOUR 2K25,https://store.steampowered.com/app/2385530/PGA_TOUR_2K25/,59.49,"['Sports', 'Golf', 'Simulation', 'Realistic', 'Character Customization', 'Third Person', 'Multiplayer', 'Family Friendly', 'Singleplayer', 'Co-op', 'Online Co-Op', 'RPG', 'PvP', 'Gore', 'Souls-like']"
Drive Beyond Horizons,https://store.steampowered.com/app/2625420/Drive_Beyond_Horizons/,24.99,"['Early Access', 'Adventure', 'Action', 'Simulation', 'Casual', 'Automobile Sim', 'Exploration', 'Shooter', 'Driving', 'FPS', 'First-Person', 'Realistic', 'Multiplayer', 'Post-apocalyptic', 'Racing', 'Horror', 'Co-op', 'Survival', 'Open World', 'Online Co-Op']"
Rust,https://store.steampowered.com/app/252490/Rust/,39.99,"['Survival', 'Crafting', 'Multiplayer', 'Open World', 'Open World Survival Craft', 'Building', 'PvP', 'Sandbox', 'Adventure', 'First-Person', 'Action', 'Nudity', 'FPS', 'Shooter', 'Co-op', 'Online Co-Op', 'Indie', 'Post-apocalyptic', 'Early Access', 'Simulation']"
inZOI,https://store.steampowered.com/app/2456740/inZOI/,39.99,"['Life Sim', 'Character Customization', 'Simulation', 'Realistic', 'Sexual Content', 'Singleplayer', 'Building', 'Romance', 'Sandbox', 'Dating Sim', 'Immersive Sim', 'City Builder', 'Cats', 'Modern', 'Moddable', 'Relaxing', 'Casual', 'Family Friendly', 'Cute', 'Early Access']"
Call of Duty®: Black Ops III,https://store.steampowered.com/app/311210/Call_of_Duty_Black_Ops_III/,19.79,"['Multiplayer', 'Zombies', 'FPS', 'Shooter', 'Action', 'First-Person', 'Singleplayer', 'Co-op', 'Futuristic', 'Illuminati', 'Hero Shooter', 'Robots', 'Sci-fi', 'Gore', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Parkour', 'Quick-Time Events', 'Simulation']"
Arma Reforger,https://store.steampowered.com/app/1874880/Arma_Reforger/,38.23,"['Military', 'Simulation', 'Action', 'Shooter', 'Realistic', 'Strategy', 'FPS', 'First-Person', 'Sandbox', 'Real Time Tactics', 'War', 'Tactical', 'Multiplayer', 'Open World', 'Third Person', 'PvE', 'PvP', 'Cold War', '1980s', 'Singleplayer']"
Destiny 2,https://store.steampowered.com/app/1085660/Destiny_2/,0.00,"['Free to Play', 'Open World', 'Multiplayer', 'Looter Shooter', 'MMORPG', 'FPS', 'Co-op', 'PvE', 'PvP', 'Shooter', 'Massively Multiplayer', 'Loot', 'First-Person', 'Sci-fi', 'Action', 'Adventure', 'Lore-Rich', 'Space', 'Competitive', 'Atmospheric']"
Kingdom Come: Deliverance II,https://store.steampowered.com/app/1771300/Kingdom_Come_Deliverance_II/,59.99,"['RPG', 'Medieval', 'Open World', 'Singleplayer', 'Realistic', 'First-Person', 'Story Rich', 'Adventure', 'Action', 'Combat', 'Historical', 'Political', 'Swordplay', 'Immersive', 'Choices Matter', 'Alternate History', 'Atmospheric', 'LGBTQ+', 'Action-Adventure', '3D']"
The Sims™ 4,https://store.steampowered.com/app/1222670/The_Sims_4/,0.00,"['Life Sim', 'Free to Play', 'Character Customization', 'Building', 'Romance', 'Simulation', 'Sandbox', 'Singleplayer', 'Dating Sim', 'Relaxing', 'Casual', 'Realistic', 'Funny', 'Family Friendly', 'Fantasy', 'Immersive Sim', 'Cute', 'Adventure', 'Cartoony', 'Nudity']"
Tainted Grail: The Fall of Avalon,https://store.steampowered.com/app/1466060/Tainted_Grail_The_Fall_of_Avalon/,44.99,"['Early Access', 'Open World', 'Dark Fantasy', 'RPG', 'Exploration', 'First-Person', 'Character Customization', 'Survival Horror', 'Action RPG', 'Singleplayer', 'Choices Matter', 'Immersive Sim', 'FPS', 'Nonlinear', 'Narrative', 'Action', 'Immersive', 'Multiple Endings', 'Story Rich', 'Lore-Rich']"
Bodycam,https://store.steampowered.com/app/2406770/Bodycam/,26.65,"['Early Access', 'FPS', 'Realistic', 'Shooter', 'Military', 'Co-op', 'Horror', 'Zombies', 'Team-Based', 'Multiplayer', 'Immersive Sim', 'PvP', 'Open World', 'Action', 'First-Person', 'Combat', 'Physics', 'Tactical', 'Wargame', 'Fast-Paced']"
The Last of Us™ Part I,https://store.steampowered.com/app/1888930/The_Last_of_Us_Part_I/,59.99,"['Story Rich', 'Post-apocalyptic', 'Shooter', 'Zombies', 'Action-Adventure', 'Horror', 'Third-Person Shooter', 'Third Person', 'Survival', 'Singleplayer', 'Survival Horror', 'Cinematic', 'Action', 'Emotional', 'Adventure', 'Thriller', 'Atmospheric', 'Drama', 'Remake', 'Soundtrack']"
MapleStory,https://store.steampowered.com/app/216150/MapleStory/,0.00,"['MMORPG', '2D Platformer', 'Character Customization', 'Loot', 'Free to Play', 'Side Scroller', 'PvE', 'Multiplayer', 'Multiple Endings', 'Co-op', 'Cute', 'Anime', 'Platformer', 'PvP', 'Third Person', 'Massively Multiplayer', 'Story Rich', 'RPG', '2D', 'Casual']"
South of Midnight,https://store.steampowered.com/app/1934570/South_of_Midnight/,39.99,"['Female Protagonist', 'Action-Adventure', 'Fantasy', 'Magic', 'Story Rich', 'Singleplayer', 'Atmospheric', 'Stylized', 'Third Person', '3D Platformer', 'Dark', 'Surreal', 'Funny', 'Combat', 'Adventure', 'Controller', 'Action', 'Psychological Horror', 'Dark Fantasy', 'Great Soundtrack']"
7 Days to Die,https://store.steampowered.com/app/251570/7_Days_to_Die/,29.24,"['Survival', 'Zombies', 'Multiplayer', 'Open World', 'Open World Survival Craft', 'Base Building', 'Voxel', 'Post-apocalyptic', 'Online Co-Op', 'Building', 'Exploration', 'Sandbox', 'FPS', 'Simulation', 'Character Customization', 'Tower Defense', 'Action', 'Strategy', 'Horror', 'Procedural Generation']"
